DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2013,10844,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2014,11042,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2015,12607,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2016,13035,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2017,13035,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2018,13887,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2019,13802,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2020,12500,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2011,274,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2012,337,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2013,301,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2014,363,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2015,454,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2016,363,
